,Global_reactive_power,Voltage,Global_intensity,date,month,hour,Minutes,total_metering
1800165,0.124,237.73,13.9,19,5,20,9,45.0
1105524,0.064,240.3,5.4,22,1,10,48,18.0
1284177,0.0,233.20499999999996,5.4,26,5,12,21,17.0
1738940,0.146,240.64,10.2,4,7,7,44,28.0
369414,0.24,238.98,1.6,30,8,6,18,1.0
46462,0.0,243.23,5.4,17,1,23,46,18.0
2038227,0.14,247.73,3.6,11,1,3,51,1.0
440755,0.066,235.57,4.2,18,10,19,19,0.0
2075101,0.128,238.26,7.2,26,11,18,25,0.0
1530965,0.054,239.0,5.6,13,11,21,29,1.0
1460643,0.342,240.87,3.2,26,9,1,27,2.0
583686,0.05,242.67,3.0,26,1,1,30,0.0
331682,0.0,234.13,1.8,8,4,1,26,0.0
63639,0.118,235.23,12.2,29,1,22,3,37.0
1836879,0.152,233.29,6.2,14,6,8,3,19.0
372853,0.35,236.5,13.9,9,1,15,37,45.0
1526017,0.238,239.61,8.2,11,10,11,1,19.0
415849,0.166,239.3,1.6,10,1,12,13,1.0
1044431,0.048,246.85,1.0,12,11,0,35,1.0
425214,0.162,239.6,2.0,10,8,0,18,0.0
2069940,0.086,246.03,1.2,23,11,4,24,1.0
511404,0.41300000000000003,237.08,13.9,12,6,20,48,24.0
234640,0.098,237.41,2.6,28,5,16,4,1.0
1423504,0.162,240.48,3.0,31,8,6,28,6.0
1894241,0.404,239.44,4.6,24,7,4,5,14.0
2006159,0.154,240.58,6.8,10,9,21,23,20.0
469282,0.29,241.17,2.0,11,7,14,46,2.0
1867081,0.212,240.58,1.6,7,5,7,25,0.0
128981,0.234,241.79,5.0,16,3,7,5,0.0
1201588,0.098,244.58,1.6,30,3,3,52,0.0
862777,0.262,242.82,1.4,8,6,21,1,1.0
1248881,0.0,245.25,1.0,5,2,0,5,0.0
890096,0.264,238.12,1.4,25,8,20,20,3.0
1255906,0.058,239.46,11.6,5,6,21,10,41.0
1181930,0.052,241.94,5.6,16,3,12,14,18.0
1535932,0.184,237.04,10.8,17,11,8,16,24.0
445634,0.0,243.25,1.0,22,10,4,38,0.0
575746,0.106,242.19,5.2,20,1,13,10,1.0
1320145,0.206,239.88,5.6,20,6,11,49,19.0
207851,0.0,235.64,4.8,5,10,1,35,17.0
1002411,0.186,235.79,11.0,11,11,20,15,17.0
1176212,0.048,241.6,5.6,3,12,12,56,18.0
227106,0.05,233.20499999999996,5.4,23,5,10,30,16.0
1130759,0.0,248.3,1.0,2,8,23,23,0.0
1696775,0.122,244.55,1.6,3,9,0,59,1.0
1478316,0.152,237.64,7.6,10,8,8,0,17.0
991297,0.0,243.4,1.2,11,4,3,1,0.0
1611220,0.0,244.09,5.4,1,8,15,4,19.0
1679467,0.182,243.81,4.8,25,2,0,31,11.0
706062,0.23,243.86,2.0,20,4,1,6,1.0
1286459,0.17,233.20499999999996,1.8,28,5,2,23,1.0
1634540,0.106,237.1,11.0,24,1,19,44,18.0
124968,0.0,242.22,1.0,13,3,12,12,0.0
48864,0.0,246.26,1.2,19,1,15,48,0.0
921164,0.0,240.05,5.2,16,9,10,8,18.0
1589413,0.052,245.37,3.0,24,12,11,37,0.0
1651794,0.05,237.19,7.0,2,5,19,18,1.0
463686,0.0,240.74,0.8,11,3,17,30,0.0
1119951,0.0,242.89,2.4,2,1,11,15,0.0
832987,0.092,240.58,1.4,17,7,4,31,1.0
36594,0.0,243.45,5.4,1,11,3,18,19.0
1958673,0.0,240.72,4.8,9,6,21,57,3.0
954460,0.068,240.43,7.8,10,9,13,4,19.0
1975518,0.062,240.11,6.0,18,9,14,42,21.0
482302,0.0,241.48,12.4,16,11,15,46,42.0
1158351,0.244,246.21,2.0,28,2,3,15,2.0
1192060,0.108,244.69,1.8,23,3,13,4,0.0
1527723,0.116,241.27,6.6,11,11,15,27,20.0
1649052,0.114,233.20499999999996,13.9,2,3,21,36,45.0
1658431,0.084,240.56,5.4,2,10,9,55,18.0
1211231,0.0,239.11,8.0,4,5,20,35,19.0
993623,0.358,238.55,7.0,11,5,17,47,1.0
923731,0.0,241.22,0.6,18,9,4,55,1.0
1327716,0.0,239.68,5.8,25,6,18,0,20.0
1933682,0.1,240.81052229987583,2.8,20,8,13,26,1.0
1463287,0.128,238.88,9.8,27,9,21,31,19.0
1515388,0.0,244.53,0.8,11,3,1,52,1.0
374777,0.124,241.37,8.0,9,2,23,41,18.0
1686855,0.358,244.81,3.0,3,2,3,39,1.0
1020045,0.182,245.15,6.4,24,11,2,9,2.0
718187,0.0,240.76,1.4,28,4,11,11,1.0
818827,0.0,235.49,4.8,7,7,8,31,17.0
1872989,0.252,238.94,3.4,7,9,9,53,1.0
84390,0.0,238.58,8.8,13,2,7,54,17.0
1672435,0.082,245.08,1.4,20,2,3,19,1.0
467815,0.126,234.94,5.6,11,6,14,19,17.0
884537,0.0,241.98,0.2,21,8,23,41,1.0
2010303,0.0,242.22,1.6,10,12,18,27,1.0
1882686,0.0,239.93,3.8,16,7,3,30,0.0
1561476,0.124,244.98,1.8,12,5,2,0,1.0
701549,0.09,239.59,6.4,16,4,21,53,3.0
1184983,0.242,247.78,6.2,18,3,15,7,21.0
1330517,0.38,242.31,2.4,27,6,16,41,2.0
1978835,0.148,239.49,6.8,20,9,21,59,1.0
727795,0.0,242.59,5.4,5,5,3,19,19.0
1956688,0.0,239.3,11.0,9,5,12,52,40.0
1239454,0.0,237.38,6.2,25,4,10,58,21.0
1587232,0.228,246.17,6.0,22,12,23,16,21.0
426717,0.096,240.33,1.4,10,9,1,21,0.0
252549,0.09,240.71,1.2,6,10,2,33,0.0
2019927,0.0,242.92,1.4,19,10,10,51,1.0
1219352,0.188,242.25,6.2,4,11,11,56,19.0
929489,0.0,241.1,0.6,22,9,4,53,0.0
943929,0.336,243.13,2.4,10,2,5,33,2.0
110743,0.094,241.63,1.2,3,3,15,7,0.0
1166976,0.05,245.3,1.4,3,6,3,0,0.0
472711,0.0,245.23,1.0,11,9,23,55,0.0
911325,0.11,239.97,1.2,9,9,14,9,0.0
1995941,0.0,239.06,5.2,10,2,19,5,1.0
882955,0.38,241.11,2.0,20,8,21,19,3.0
496254,0.08,240.66,5.8,26,11,8,18,17.0
631823,0.102,238.18,1.4,28,2,11,47,0.0
1552198,0.41300000000000003,242.96,5.0,28,11,15,22,1.0
1117246,0.084,242.88,7.8,30,1,14,10,18.0
1634967,0.096,244.79,1.4,25,1,2,51,2.0
1445642,0.0,234.43,1.0,15,9,15,26,1.0
638131,0.07,239.35,2.4,3,3,20,55,0.0
631626,0.068,236.37,1.2,28,2,8,30,0.0
77292,0.098,241.21,5.6,2,8,9,36,18.0
953640,0.0,244.89,1.0,10,8,23,24,0.0
2068145,0.088,238.07,7.6,21,11,22,29,18.0
1342507,0.366,241.03,2.2,7,6,0,31,2.0
631220,0.0,242.58,0.8,28,2,1,44,0.0
1411615,0.374,243.51,2.2,23,8,0,19,1.0
1827615,0.21,240.93,4.2,6,7,21,39,2.0
771840,0.12,235.97,1.6,6,4,17,24,3.0
1020201,0.142,241.12,6.2,24,11,4,45,0.0
1514726,0.0,245.1,1.6,11,2,14,50,1.0
1529005,0.0,241.11,1.0,11,12,12,49,0.0
759139,0.182,238.31,9.0,26,5,21,43,18.0
1339064,0.116,240.77,1.0,7,3,15,8,1.0
659715,0.088,240.49,10.0,18,3,20,39,0.0
672198,0.082,241.91,5.6,27,3,12,42,19.0
1761896,0.048,244.54,5.4,23,4,6,20,19.0
1254769,0.158,241.44,3.2,5,6,2,13,7.0
1694487,0.0,241.73,1.0,3,7,10,51,0.0
995385,0.224,241.84,2.4,11,6,23,9,2.0
1052159,0.102,242.79,9.4,16,12,9,23,18.0
1449099,0.204,241.92,1.6,18,9,1,3,1.0
1109328,0.206,246.3,6.2,25,1,2,12,2.0
1345481,0.064,239.24,5.6,7,8,2,5,18.0
1075251,0.07,244.19,2.6,1,1,10,15,0.0
1756236,0.154,238.97,1.6,19,4,8,0,1.0
156413,0.306,238.24,10.8,4,4,8,17,19.0
1861673,0.0,241.32,2.8,7,1,13,17,1.0
1789884,0.0,242.78,5.4,5,12,16,48,20.0
696651,0.368,240.7,3.2,13,4,12,15,3.0
896990,0.148,239.32,0.8,30,8,15,14,0.0
172252,0.11,241.67,1.2,15,4,8,16,2.0
1738160,0.05,242.78,2.6,4,6,18,44,0.0
1629524,0.202,237.96,9.6,21,1,8,8,19.0
1803075,0.142,241.7,7.0,21,5,20,39,19.0
686674,0.0,245.54,6.2,4,6,13,58,19.0
782059,0.41300000000000003,242.57,4.8,6,11,19,43,3.0
1815362,0.07,240.08,1.8,30,5,9,26,1.0
1256623,0.19,239.17,6.2,5,7,9,7,19.0
1925618,0.0,241.81,0.6,14,8,23,2,0.0
94453,0.098,237.49,13.9,20,2,7,37,17.0
873607,0.128,240.18,3.0,14,8,9,31,12.0
1219845,0.158,238.76,10.8,4,11,20,9,19.0
765366,0.124,242.71,1.2,31,5,5,30,1.0
1079770,0.252,241.91,3.4,1,4,13,34,2.0
734225,0.174,236.4,6.8,5,9,14,29,18.0
1708958,0.054,241.14,6.6,17,3,12,2,22.0
318849,0.1,236.15,1.2,26,7,3,33,0.0
288237,0.404,238.83,2.4,7,4,21,21,2.0
1300133,0.366,239.3,9.2,6,6,14,17,20.0
1039641,0.134,243.05,6.6,12,7,16,45,0.0
1442055,0.0,244.15,0.6,13,9,3,39,1.0
7660,0.0,243.56,0.8,22,12,1,4,0.0
207236,0.0,233.36,8.6,5,9,15,20,26.0
670760,0.41300000000000003,242.47,5.6,26,3,12,44,6.0
859425,0.0,239.34,0.6,8,4,13,9,1.0
192132,0.1,240.81052229987583,2.8,29,4,3,36,1.0
86318,0.0,239.57,13.9,14,2,16,2,41.0
394188,0.0,241.35,6.6,16,9,11,12,22.0
817354,0.218,240.78,1.4,7,6,7,58,0.0
461786,0.068,237.77,1.2,11,2,9,50,0.0
423537,0.05,234.6,7.0,10,6,20,21,19.0
545885,0.41300000000000003,234.42,10.0,30,12,19,29,17.0
1960901,0.088,242.14,1.2,9,8,11,5,1.0
1653765,0.07,245.83,1.2,2,7,4,9,1.0
1520760,0.0,239.74,3.4,11,6,19,24,1.0
639943,0.218,244.0,1.8,3,5,3,7,0.0
819317,0.108,237.59,5.4,7,7,16,41,18.0
1994005,0.064,242.29,1.0,10,1,10,49,1.0
886246,0.156,242.28,0.8,23,8,4,10,0.0
1721338,0.258,245.49,2.0,26,3,2,22,1.0
1362334,0.14,243.23,1.8,19,7,18,58,1.0
1244024,0.1,242.98,1.8,28,4,15,8,1.0
846334,0.358,235.18,8.0,26,7,10,58,18.0
496503,0.186,238.89,6.8,26,11,12,27,19.0
1660121,0.064,244.23,1.4,2,11,14,5,1.0
1618942,0.1,240.81052229987583,2.8,13,1,23,46,1.0
1203153,0.0,242.92,6.0,31,3,5,57,19.0
770752,0.348,234.1,13.9,6,3,23,16,45.0
1971170,0.186,241.04,1.4,15,9,14,14,1.0
243070,0.136,233.47,6.0,6,3,12,34,18.0
996941,0.302,240.57,2.6,11,8,1,5,2.0
1100231,0.264,237.44,13.9,18,1,18,35,9.0
1507989,0.13,240.63,2.4,28,10,22,33,2.0
1164258,0.054,243.27,1.4,3,4,5,42,0.0
1171805,0.192,240.7,7.0,3,9,11,29,17.0
1887856,0.204,239.61,5.8,19,7,17,40,18.0
2020518,0.076,240.55,9.4,19,10,20,42,4.0
1521439,0.128,244.65,1.4,11,7,6,43,1.0
482970,0.104,244.16,1.4,17,11,2,54,0.0
85047,0.0,235.92,9.0,13,2,18,51,18.0
576871,0.058,240.78,9.4,21,1,7,55,18.0
217486,0.104,237.86,1.4,16,5,18,10,0.0
52081,0.394,235.81,13.9,21,1,21,25,45.0
1819634,0.056,240.27,5.0,6,2,8,38,18.0
347923,0.136,239.12,1.0,15,8,8,7,0.0
371124,0.092,237.58,5.2,31,8,10,48,19.0
68912,0.212,239.44,6.0,2,2,13,56,18.0
1887097,0.236,241.41,1.6,19,7,5,1,1.0
450035,0.0,243.43,0.8,25,10,5,59,0.0
742217,0.084,238.93,3.2,15,5,3,41,11.0
893300,0.138,240.0,0.8,28,8,1,44,2.0
1619651,0.1,240.81052229987583,2.8,14,1,11,35,1.0
1413484,0.156,240.42,8.0,24,8,7,28,19.0
1879500,0.216,240.36,13.9,13,7,22,24,39.0
739985,0.0,239.65,0.8,13,5,14,29,0.0
573273,0.0,234.49,12.8,18,1,19,57,19.0
1380936,0.106,240.16,6.6,8,1,17,0,21.0
107842,0.0,240.89,0.8,3,1,14,46,0.0
1437177,0.114,245.82,2.0,9,9,18,21,3.0
993627,0.362,238.67,7.0,11,5,17,51,0.0
252707,0.0,239.54,4.8,6,10,5,11,18.0
149901,0.0,237.41,5.0,30,3,19,45,0.0
816373,0.226,237.83,13.4,7,5,15,37,45.0
1548960,0.072,242.09,13.9,26,11,9,24,45.0
1766826,0.098,240.06,1.4,26,4,16,30,1.0
1410428,0.062,242.98,0.8,22,8,4,32,0.0
1704651,0.324,238.3,9.8,14,3,12,15,28.0
1636379,0.146,241.44,6.2,26,1,2,23,18.0
625366,0.096,243.73,5.8,24,2,0,10,18.0
736269,0.21,242.56,7.6,5,11,0,33,2.0
1507562,0.072,242.58,5.6,28,10,15,26,19.0
573722,0.114,244.71,1.4,19,1,3,26,0.0
1234819,0.066,240.54,1.4,22,4,5,43,1.0
1606503,0.244,242.21,10.2,1,5,8,27,23.0
1121624,0.108,248.60500000000005,1.2,2,2,15,8,2.0
1869731,0.288,241.37,3.8,7,7,3,35,12.0
1249545,0.21,239.49,2.2,5,2,11,9,1.0
1856043,0.218,239.82,2.0,27,6,15,27,2.0
1186603,0.118,242.66,1.6,19,3,18,7,0.0
1986046,0.1,240.81052229987583,2.8,25,9,22,10,1.0
440455,0.072,241.55,2.8,18,10,14,19,2.0
9223,0.0,243.83,8.6,23,12,3,7,0.0
800259,0.132,233.20499999999996,13.9,24,6,11,3,45.0
564308,0.092,240.0,13.9,1,12,14,32,45.0
1192370,0.086,239.62,5.8,23,3,18,14,17.0
1094743,0.0,245.92,0.8,14,1,23,7,0.0
1277606,0.302,243.71,2.2,21,5,22,50,0.0
118371,0.0,237.64,9.2,3,8,22,15,18.0
931616,0.254,242.26,2.4,23,9,16,20,3.0
1584567,0.0,248.60500000000005,5.4,21,12,2,51,19.0
838023,0.0,241.24,0.6,20,7,16,27,0.0
1682196,0.14,236.47,13.2,26,2,22,0,21.0
502131,0.0,241.12,8.0,30,11,10,15,18.0
849790,0.112,244.17,2.0,28,7,20,34,1.0
29166,0.0,242.27,6.8,1,5,23,30,18.0
814458,0.202,240.05,5.8,7,4,7,42,20.0
1123879,0.102,246.18,1.2,2,4,4,43,0.0
98763,0.0,240.3,5.2,23,2,7,27,0.0
745223,0.248,240.92,1.6,17,5,5,47,2.0
1795857,0.048,241.23,6.8,16,5,20,21,18.0
364438,0.096,238.47,1.0,26,8,19,22,1.0
1245526,0.0,241.28,1.4,29,4,16,10,1.0
1289665,0.048,238.52,6.2,30,5,7,49,19.0
1599793,0.238,241.62,6.2,31,12,16,37,19.0
1375665,0.0,241.15,1.0,29,7,1,9,1.0
338098,0.104,233.78,5.4,8,8,12,22,17.0
182820,0.078,239.16,6.2,22,4,16,24,19.0
2030493,0.098,242.02,1.6,26,10,18,57,2.0
1588610,0.09,246.28,1.6,23,12,22,14,0.0
1214675,0.126,243.32,1.8,4,8,5,59,1.0
990301,0.218,244.08,2.8,11,3,10,25,1.0
629668,0.0,242.16,0.8,26,2,23,52,0.0
1666234,0.31,237.48,10.8,15,2,19,58,18.0
2042616,0.116,248.60500000000005,1.6,11,4,5,0,0.0
1833734,0.0,243.49,0.8,6,12,3,38,1.0
613152,0.0,241.0,5.8,15,2,12,36,18.0
873691,0.106,240.21,0.6,14,8,10,55,2.0
121819,0.064,239.19,13.9,3,11,7,43,17.0
1021628,0.072,243.35,5.2,25,11,4,32,0.0
604919,0.122,237.07,7.6,2,9,19,23,0.0
1365721,0.0,244.04,0.6,22,7,3,25,1.0
328003,0.092,233.20499999999996,5.4,8,1,12,7,16.0
2032224,0.108,248.60500000000005,3.0,27,10,23,48,0.0
1298392,0.0,238.49,5.2,6,5,9,16,18.0
1597842,0.294,239.33,10.2,30,12,8,6,11.0
737441,0.384,238.81,4.8,5,11,20,5,2.0
1274742,0.218,244.01,6.8,19,5,23,6,2.0
1660185,0.114,248.60500000000005,1.4,2,11,15,9,1.0
1584807,0.0,248.60500000000005,5.6,21,12,6,51,0.0
1301970,0.0,240.48,1.4,6,7,20,54,1.0
1837523,0.104,242.45,1.2,14,6,18,47,0.0
827211,0.112,241.65,1.2,13,7,4,15,2.0
796510,0.226,239.83,5.8,21,6,20,34,20.0
1574697,0.278,248.22,2.0,14,12,6,21,2.0
1849876,0.266,237.07,8.0,23,6,8,40,30.0
1175649,0.096,243.51,1.4,3,12,3,33,1.0
71529,0.102,241.51,11.6,2,4,9,33,0.0
400111,0.21,237.5,1.4,20,9,13,55,2.0
2012626,0.212,236.54,10.8,14,10,9,10,19.0
1020239,0.0,243.34,6.0,24,11,5,23,0.0
2055082,0.0,237.92,2.8,11,12,20,46,2.0
1454889,0.114,242.51,1.2,22,9,1,33,3.0
803940,0.0,243.19,0.6,27,6,0,24,1.0
958826,0.0,242.44,7.2,10,12,13,50,20.0
1132612,0.106,244.4,1.4,2,10,6,16,0.0
1610453,0.132,247.86,1.4,1,8,2,17,1.0
2033260,0.064,245.53,6.2,28,10,17,4,19.0
174237,0.0,240.57,5.4,16,4,17,21,17.0
1227650,0.0,241.12,10.2,17,4,6,14,19.0
977307,0.08,239.11,9.0,25,10,9,51,17.0
1369908,0.248,243.61,1.6,25,7,1,12,1.0
1350103,0.0,242.65,0.8,7,11,7,7,1.0
953578,0.242,242.38,9.6,10,8,22,22,21.0
861480,0.148,239.13,0.8,8,5,23,24,0.0
1383108,0.12,240.88,5.4,8,3,5,12,19.0
271026,0.264,243.33,1.6,22,6,22,30,1.0
1259105,0.27,243.83,4.4,5,9,2,29,12.0
490278,0.102,243.7,1.4,22,11,4,42,0.0
861151,0.248,239.04,1.4,8,5,17,55,0.0
1204335,0.11,244.07,1.4,4,1,1,39,0.0
432451,0.182,240.55,1.8,13,10,0,55,2.0
75187,0.0,242.31,1.4,2,6,22,31,0.0
2049787,0.096,242.76,1.6,11,9,4,31,1.0
1953727,0.054,237.11,5.4,9,3,11,31,20.0
2042122,0.284,240.08,6.4,11,3,20,46,2.0
16252,0.29,245.23,6.2,28,12,0,16,19.0
1864762,0.0,242.22,1.0,7,3,16,46,0.0
1958524,0.09,240.51,3.6,9,6,19,28,1.0
1099771,0.13,240.83,5.8,18,1,10,55,0.0
295953,0.218,241.73,1.6,7,10,5,57,0.0
377981,0.182,239.11,1.4,9,5,5,5,1.0
237633,0.258,235.44,9.2,30,5,17,57,30.0
497106,0.0,241.39,4.4,26,11,22,30,0.0
1397785,0.1,240.81052229987583,2.8,13,8,9,49,1.0
536060,0.0,244.74,5.6,23,12,23,44,18.0
228122,0.186,235.33,1.8,24,5,3,26,1.0
1922258,0.12,241.08,1.2,8,12,15,2,0.0
1782939,0.068,239.66,8.0,5,7,21,3,18.0
65992,0.218,237.04,7.4,31,1,13,16,17.0
839336,0.258,236.71,6.8,21,7,14,20,19.0
1426042,0.074,242.48,1.2,9,2,0,46,0.0
894016,0.152,240.99,1.0,28,8,13,40,1.0
582607,0.066,234.94,13.9,25,1,7,31,17.0
1574887,0.09,245.55,5.8,14,12,9,31,20.0
1032164,0.166,241.33,6.4,12,2,12,8,18.0
773112,0.0,233.89,1.6,6,5,14,36,0.0
1471871,0.194,238.72,6.4,10,3,20,35,20.0
1029120,0.194,243.08,5.2,30,11,9,24,1.0
1358755,0.084,240.97,0.8,17,7,7,19,1.0
648195,0.072,236.94,10.4,3,10,20,39,18.0
1254726,0.24,244.21,2.2,5,6,1,30,1.0
783886,0.102,240.49,1.2,13,6,2,10,0.0
2060968,0.054,244.91,2.6,16,11,22,52,0.0
1056657,0.054,239.34,5.8,19,12,12,21,17.0
555886,0.068,234.67,5.8,1,6,18,10,4.0
500712,0.066,239.68,6.4,29,11,10,36,18.0
1584888,0.056,246.07,5.6,21,12,8,12,18.0
27640,0.154,238.55,2.4,1,4,22,4,0.0
683753,0.088,241.66,5.6,4,4,13,17,18.0
1218987,0.0,241.25,1.0,4,11,5,51,1.0
531257,0.092,247.43,6.6,20,12,15,41,19.0
1268434,0.192,239.57,1.8,15,5,13,58,1.0
895640,0.064,240.73,0.6,29,8,16,44,1.0
130530,0.0,238.06,6.2,17,3,8,54,17.0
1877960,0.212,241.19,6.4,7,12,20,44,19.0
1202223,0.08,245.4,1.4,30,3,14,27,0.0
1385861,0.136,241.82,1.0,8,5,3,5,1.0
775935,0.0,234.34,13.9,6,7,13,39,45.0
1951667,0.19,241.01,1.6,9,2,1,11,2.0
61472,0.086,242.96,2.4,28,1,9,56,0.0
2057354,0.0,238.43,5.8,14,11,10,38,18.0
383643,0.0,239.52,0.6,9,9,3,27,0.0
1879176,0.218,242.39,2.2,13,7,17,0,3.0
1881699,0.264,239.46,10.6,15,7,11,3,36.0
1004063,0.0,244.89,1.4,11,12,23,47,0.0
69795,0.106,238.48,9.8,2,3,4,39,0.0
1656841,0.046,241.82,9.2,2,9,7,25,19.0
1314766,0.07,240.22,1.0,16,6,18,10,1.0
1671331,0.058,239.78,7.6,19,2,8,55,19.0
797617,0.112,239.27,1.2,22,6,15,1,1.0
1954372,0.068,241.73,13.6,9,3,22,16,38.0
612183,0.056,237.98,8.8,14,2,20,27,17.0
1059438,0.152,236.02,10.2,21,12,10,42,17.0
1075459,0.142,240.61,1.8,1,1,13,43,0.0
1448408,0.194,240.1,5.8,17,9,13,32,19.0
2045630,0.282,238.61,9.6,11,6,7,14,19.0
1722786,0.118,242.32,1.4,27,3,2,30,1.0
196915,0.104,233.20499999999996,1.0,5,2,11,19,0.0
1542243,0.306,233.20499999999996,12.4,21,11,17,27,19.0
170103,0.122,242.07,1.4,13,4,20,27,0.0
716017,0.108,243.25,2.6,26,4,23,1,0.0
372076,0.226,240.25,1.6,9,1,2,40,0.0
1475288,0.0,242.23,1.0,10,6,5,32,1.0
1973039,0.0,237.89,6.4,16,9,21,23,1.0
1297527,0.072,239.53,1.4,6,4,18,51,1.0
1495893,0.068,242.75,7.8,20,10,12,57,18.0
2064103,0.082,244.41,1.4,19,11,3,7,0.0
1735990,0.094,247.11,1.2,4,5,6,34,3.0
1986539,0.1,240.81052229987583,2.8,26,9,6,23,1.0
556916,0.0,243.68,5.4,1,7,11,20,18.0
1132481,0.154,244.2,1.8,2,10,4,5,0.0
1991364,0.0,241.64,5.8,29,9,14,48,21.0
779264,0.102,240.7,2.4,6,9,21,8,0.0
1415059,0.0,243.99,0.8,25,8,9,43,0.0
801430,0.264,240.4,6.4,25,6,6,34,20.0
1553695,0.41300000000000003,246.75,5.8,29,11,16,19,8.0
221320,0.16,233.8,3.8,19,5,10,4,0.0
985698,0.072,242.59,1.2,31,10,5,42,0.0
1702979,0.112,237.95,7.2,13,3,8,23,20.0
1487212,0.254,244.76,6.8,14,10,12,16,20.0
1352587,0.22,241.49,1.4,13,7,0,31,2.0
437364,0.0,239.36,0.8,16,10,10,48,0.0
469773,0.248,243.12,8.0,11,7,22,57,18.0
384186,0.364,233.86,7.0,9,9,12,30,18.0
1335540,0.0,243.77,0.8,7,1,4,24,1.0
1203886,0.0,244.01,1.2,31,3,18,10,0.0
268451,0.094,240.42,0.8,21,6,3,35,2.0
1418619,0.398,242.01,4.6,27,8,21,3,12.0
176167,0.13,240.22,1.0,18,4,1,31,0.0
585307,0.182,244.54,2.6,27,1,4,31,0.0
1923846,0.346,241.34,2.2,13,8,17,30,2.0
48141,0.0,240.62,1.0,19,1,3,45,0.0
1668982,0.054,240.94,5.6,17,2,17,46,3.0
331028,0.2,234.71,5.6,8,3,14,32,17.0
1155097,0.0,238.63,5.0,25,2,21,1,0.0
1995413,0.19,242.19,1.8,10,2,10,17,2.0
712610,0.112,244.29,1.4,24,4,14,14,2.0
1234180,0.258,239.87,5.6,21,4,19,4,0.0
432741,0.188,239.55,1.8,13,10,5,45,0.0
2036067,0.076,244.52,6.4,30,10,15,51,19.0
735819,0.41300000000000003,240.31,10.2,5,10,17,3,20.0
1811894,0.19,243.77,5.8,27,5,23,38,20.0
568192,0.086,237.17,8.8,15,1,7,16,17.0
1067560,0.09,245.13,10.2,27,12,2,4,19.0
378127,0.082,239.24,10.6,9,5,7,31,19.0
1822517,0.192,237.66,6.0,6,4,8,41,19.0
1558857,0.104,244.52,6.0,12,3,6,21,20.0
524993,0.048,243.75,5.2,16,12,7,17,0.0
717158,0.192,242.15,2.0,27,4,18,2,2.0
2071885,0.168,239.3,6.0,24,11,12,49,17.0
892595,0.0,239.54,0.2,27,8,13,59,1.0
1105336,0.0,237.76,13.9,22,1,7,40,17.0
1929164,0.066,237.77,12.4,17,8,10,8,44.0
597865,0.0,239.37,8.2,2,4,21,49,0.0
1110862,0.064,243.15,1.2,26,1,3,46,0.0
1580721,0.0,244.98,5.6,18,12,10,45,19.0
262856,0.086,240.69,0.8,17,6,6,20,2.0
1141275,0.068,243.22,5.6,16,2,6,39,18.0
774108,0.0,239.3,1.0,6,6,7,12,1.0
1902122,0.21,238.72,1.6,29,7,15,26,1.0
1894791,0.082,240.19,3.8,24,7,13,15,3.0
881527,0.254,240.26,1.4,19,8,21,31,1.0
1710211,0.108,241.06,5.8,18,3,8,55,18.0
241785,0.154,233.20499999999996,6.4,6,2,15,9,17.0
696490,0.38,238.45,3.8,13,4,9,34,0.0
1035994,0.056,243.52,1.2,12,5,3,58,0.0
300768,0.094,239.81,1.0,13,7,14,12,0.0
1727376,0.18,240.25,7.6,30,3,7,0,12.0
546920,0.16,238.96,13.8,31,12,12,44,45.0
561923,0.0,245.55,2.4,1,10,22,47,0.0
1953337,0.1,239.12,5.6,9,3,5,1,18.0
791385,0.24,238.35,13.2,18,6,7,9,19.0
942315,0.0,243.11,1.0,10,1,2,39,1.0
515668,0.092,234.14,10.6,12,9,19,52,17.0
1625312,0.244,247.0,8.2,18,1,9,56,20.0
1578970,0.0,247.61,1.0,17,12,5,34,1.0
1994585,0.096,243.83,3.0,10,1,20,29,1.0
400863,0.0,241.49,0.6,21,9,2,27,0.0
1176111,0.048,240.05,7.6,3,12,11,15,17.0
1081459,0.066,244.26,2.6,1,5,17,43,0.0
601457,0.048,236.78,5.6,2,7,9,41,17.0
775674,0.096,235.09,6.8,6,7,9,18,17.0
1653027,0.41300000000000003,244.67,9.6,2,6,15,51,21.0
2051377,0.29,236.2,13.9,11,10,7,1,28.0
157779,0.0,238.45,10.4,4,5,7,3,18.0
1579866,0.0,244.18,4.4,17,12,20,30,0.0
891230,0.154,241.61,1.0,26,8,15,14,1.0
341539,0.0,235.56,0.6,8,10,21,43,1.0
1594513,0.152,245.82,1.6,28,12,0,37,2.0
228441,0.098,233.20499999999996,5.6,24,5,8,45,18.0
747120,0.084,240.32,5.4,18,5,13,24,18.0
866391,0.122,240.96,0.8,8,9,9,15,0.0
1063365,0.086,245.34,5.8,24,12,4,9,19.0
98683,0.0,240.46,1.0,23,2,6,7,0.0
614909,0.056,236.72,7.6,16,2,17,53,18.0
1483748,0.098,241.7,1.6,10,12,2,32,1.0
1481443,0.102,239.79,1.8,10,10,12,7,0.0
247626,0.292,235.6,3.8,6,6,16,30,2.0
509588,0.0,243.58,7.0,12,5,14,32,18.0
103488,0.0,246.5,1.0,26,2,14,12,0.0
1883153,0.0,239.87,0.6,16,7,11,17,1.0
1634306,0.074,240.07,10.2,24,1,15,50,18.0
1575812,0.0,245.09,1.2,15,12,0,56,1.0
1866296,0.116,242.95,1.2,7,4,18,20,2.0
